,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
9391,37125,12,24h,An old childhood friend met me and we had a chat together.,An old childhood friend met me and we had a chat together.,True,1,,bonding,25.0,USA,f,single,n
25995,53808,94,24h,Had a delicious foreign pastry.,Had a delicious foreign pastry.,True,1,,leisure,28.0,USA,m,single,n
24460,52266,453,24h,I danced with friends.,I danced with friends.,True,1,,bonding,44.0,USA,f,divorced,y
87557,115713,636,24h,I was able to leave work early because I finished my work earlier than I thought it would take.,I was able to leave work early because I finished my work earlier than I thought it would take.,True,1,,achievement,24.0,USA,m,single,n
84225,112354,12896,24h,My son participates in the city's sports program. He is 3 years old and it has been almost a year since he started. Yesterday was the first session of baseball. He was able to play and focus without crying or whining. It was an awesome hour of fun.,My son participates in the city's sports program. He is 3 years old and it has been almost a year since he started. Yesterday was the first session of baseball. He was able to play and focus without crying or whining. It was an awesome hour of fun.,True,5,,affection,30.0,USA,f,married,y
94597,122794,1955,24h,I ate a good cheeseburger.,I ate a good cheeseburger.,True,1,,enjoy_the_moment,24.0,USA,f,married,n
13904,41661,501,24h,Having my friend come over for a little bit to just spend some time and talk,Having my friend come over for a little bit to just spend some time and talk,True,1,,bonding,33.0,USA,m,widowed,y
16397,44167,4822,24h,Taking some time to listen to my favorite audio-book made me happy.,Taking some time to listen to my favorite audio-book made me happy.,True,1,,enjoy_the_moment,31.0,USA,m,single,n
132,27805,3895,24h,"My son came home and said he had study words, and wanted to bond with me while working on them together","My son came home and said he had study words, and wanted to bond with me while working on them together",True,1,,affection,46.0,USA,f,married,y
27154,54975,785,24h,I got to grab a drink with coworkers after work. ,I got to grab a drink with coworkers after work. ,True,1,,bonding,23.0,USA,m,single,n
88575,116735,840,24h,I got caught up in my schoolwork and am now on time with my classes.,I got caught up in my schoolwork and am now on time with my classes.,True,1,,achievement,38.0,USA,f,divorced,y
15904,43673,677,24h,I went shopping with my daughter. She picked out a few things she wanted and seeing her happy makes me very happy.,I went shopping with my daughter. She picked out a few things she wanted and seeing her happy makes me very happy.,True,2,,affection,48.0,USA,f,widowed,y
1519,29197,7,24h,"My oldest son willingly went and pulled in more firewood.  He gave no argument, just did the task.  That never happens.  ","My oldest son willingly went and pulled in more firewood.  He gave no argument, just did the task.  That never happens.  ",True,3,,affection,34.0,USA,m,married,y
83512,111639,463,24h,Last night family came over for supper before my daughters concert; it was nice.,Last night family came over for supper before my daughters concert; it was nice.,True,1,,affection,49.0,USA,m,married,y
88620,116780,12996,24h,I watched an episode of Sense8 on Netflix that had some scenes that made me really happy. ,I watched an episode of Sense8 on Netflix that had some scenes that made me really happy. ,True,1,,leisure,28.0,USA,f,single,n
85243,113379,12568,24h,Hearing that my (usually picky) grandma loved the sheets that my mom and I bought her for Mother's Day.,Hearing that my (usually picky) grandma loved the sheets that my mom and I bought her for Mother's Day.,True,1,,affection,32.0,USA,f,single,n
95517,123717,1931,24h,I talked to my mom today. ,I talked to my mom today. ,True,1,,affection,20.0,USA,f,single,n
919,28592,2544,24h,"On my way home, I purchased a purple flower plant, and gave it to my significant other when they arrived home from work. Just seeing their reaction made my heart glow.","On my way home, I purchased a purple flower plant, and gave it to my significant other when they arrived home from work. Just seeing their reaction made my heart glow.",True,2,,affection,25.0,USA,m,single,n
2851,30541,944,24h,Seeing my niece's face when I presented her with the princess castle cake I had made her.,Seeing my niece's face when I presented her with the princess castle cake I had made her.,True,1,,affection,51.0,USA,f,married,y
8882,36614,2403,24h,"making money here I'm disabled get very little a month.my mom past we went in on everything.this helps with rent ,ulties personal needs etc my only way to surive out here and my rescources are very scarace.im just hopeing things will inprove.not very much help if you are very poor/disabled.","making money here I'm disabled get very little a month.my mom past we went in on everything.this helps with rent ,ulties personal needs etc my only way to surive out here and my rescources are very scarace.im just hopeing things will improve.not very much help if you are very poor/disabled.",False,1,,affection,43.0,USA,f,single,n
17892,45668,8881,24h,My husband dropped off our son at school so I was able to sleep in before work.,My husband dropped off our son at school so I was able to sleep in before work.,True,1,,affection,49.0,USA,f,married,y
1394,29071,370,24h,When I ate at the restaurant,When I ate at the restaurant,True,1,,enjoy_the_moment,21.0,USA,m,single,y
13878,41635,203,24h,Going out to the movies with my mom.,Going out to the movies with my mom.,True,1,,affection,26.0,USA,m,single,n
28463,56295,7530,24h,I finished filing need forms that I was trying to collect for weeks. ,I finished filing need forms that I was trying to collect for weeks. ,True,1,,achievement,38.0,USA,f,married,y
17738,45513,2012,24h,I started researching drop shipping online. It looks like a good project for me.,I started researching drop shipping online. It looks like a good project for me.,True,2,,achievement,28.0,USA,f,single,n
82344,110461,1407,24h,Saw Steve Martin playing the banjo online,Saw Steve Martin playing the banjo online,True,1,,leisure,31.0,USA,m,single,n
30241,58082,2257,24h,I got out of work two hours early.,I got out of work two hours early.,True,1,,achievement,22.0,USA,f,single,n
93262,121455,583,24h,I'm almost done with the script I wrote for work today.,I'm almost done with the script I wrote for work today.,True,1,,achievement,25.0,USA,m,single,n
4285,31989,49,24h,"During a recent staff meeting at the office, I was awarded with a 10 year plaque of service.","During a recent staff meeting at the office, I was awarded with a 10 year plaque of service.",True,1,,bonding,35.0,USA,m,married,n
21791,49582,450,24h,I went out to eat with my wife last night and we had a few drinks.,I went out to eat with my wife last night and we had a few drinks.,True,1,,affection,39.0,USA,m,married,n
16606,44376,2087,24h,I received an item in the mail that I had been waiting for.,I received an item in the mail that I had been waiting for.,True,1,,achievement,29.0,USA,m,single,n
19845,47628,6972,24h,"Eating a warm bowl of pho, while having a slight cold.","Eating a warm bowl of pho, while having a slight cold.",True,1,enjoy_the_moment,enjoy_the_moment,27.0,USA,f,married,n
27908,55735,12809,24h,"Going out on a nice long walk with my boyfriend. This event lasted approximately one hour. It made me happy because it was such a nice day out an we got to spend time solely with each other, talking and enjoying each others company. ","Going out on a nice long walk with my boyfriend. This event lasted approximately one hour. It made me happy because it was such a nice day out an we got to spend time solely with each other, talking and enjoying each others company. ",True,3,,affection,25.0,USA,f,single,n
100027,128253,597,24h,I played The Legend of Zelda: Breath of the Wild for 2 hours.,I played The Legend of Zelda: Breath of the Wild for 2 hours.,True,1,,leisure,24.0,USA,m,married,y
20098,47882,3764,24h,I found out that a large medical bill was a mistake and I won't owe nearly as much as I thought.,I found out that a large medical bill was a mistake and I won't owe nearly as much as I thought.,True,1,,achievement,27.0,USA,f,married,y
84338,112468,2265,24h,"Last night I felt happy to see my children sleep, they are happy children and they have a beautiful life","Last night I felt happy to see my children sleep, they are happy children and they have a beautiful life",True,1,,affection,33.0,USA,f,married,y
89489,117654,618,24h,Got my new shoes in the mail.,Got my new shoes in the mail.,True,1,,achievement,32.0,USA,m,single,n
22371,50163,1708,24h,I ate lunch at my favorite restaurant,I ate lunch at my favorite restaurant,True,1,,enjoy_the_moment,27.0,USA,m,single,n
16917,44688,98,24h,The fact that I got to let my children see their grand parents for several hours today.,The fact that I got to let my children see their grand parents for several hours today.,True,1,affection,affection,34.0,USA,m,married,y
1656,29336,2125,24h,I was happy when I had sex with my girlfriend.,I was happy when I had sex with my girlfriend.,True,1,,affection,24.0,USA,m,divorced,n
84838,112971,208,24h,My boyfriend finally got back from his trip.,My boyfriend finally got back from his trip.,True,1,,affection,45.0,USA,f,single,n
8160,35891,365,24h,Taking a bite of peanut butter out of the jar on the way to work today.,Taking a bite of peanut butter out of the jar on the way to work today.,True,1,,achievement,30.0,USA,m,married,y
28357,56189,80,24h,"I made and wrapped my third hula hoop successfully, with a really cool wrapping pattern and a size that's more advantageous for arm tricks. ","I made and wrapped my third hula hoop successfully, with a really cool wrapping pattern and a size that's more advantageous for arm tricks. ",True,1,,achievement,23.0,USA,o,single,n
22480,50274,5766,24h,My cat is gaining weight with the new food the vet prescribed for him. ,My cat is gaining weight with the new food the vet prescribed for him. ,True,1,affection,affection,42.0,USA,f,single,n
